x[m],z[m],|B|
-0.0115151515151515,0.00236842105263158,8.11071507447681e-06
-0.0111111111111111,0.00236842105263158,8.67740481559278e-06
-0.0107070707070707,0.00236842105263158,9.266804656074e-06
-0.0103030303030303,0.00236842105263158,9.87244506128669e-06
-0.0098989898989899,0.00236842105263158,1.04856157659175e-05
-0.0094949494949495,0.00236842105263158,1.10955047839136e-05
-0.00909090909090909,0.00236842105263158,1.16899422694637e-05
-0.00868686868686869,0.00236842105263158,1.22571438991744e-05
-0.00828282828282828,0.00236842105263158,1.2788913842255e-05
-0.00787878787878788,0.00236842105263158,1.32856539034679e-05
-0.00747474747474748,0.00236842105263158,1.37629803272888e-05
-0.00707070707070707,0.00236842105263158,1.42584331594393e-05
-0.00666666666666667,0.00236842105263158,1.48345907882636e-05
-0.00626262626262626,0.00236842105263158,1.55730068527215e-05
-0.00585858585858586,0.00236842105263158,1.65550292945682e-05
-0.00545454545454545,0.00236842105263158,1.78337024026754e-05
-0.00505050505050505,0.00236842105263158,1.94110231919141e-05
-0.00464646464646465,0.00236842105263158,2.12347106436519e-05
-0.00424242424242424,0.00236842105263158,2.32156111578983e-05
-0.00383838383838384,0.00236842105263158,2.52545857985802e-05
-0.00343434343434343,0.00236842105263158,2.72665696091658e-05
-0.00303030303030303,0.00236842105263158,2.91955227819189e-05
-0.00262626262626263,0.00236842105263158,3.10198899289991e-05
-0.00222222222222222,0.00236842105263158,3.27512843014896e-05
-0.00181818181818182,0.00236842105263158,3.44298832206337e-05
-0.00141414141414141,0.00236842105263158,3.61194828294183e-05
-0.00101010101010101,0.00236842105263158,3.79041362723223e-05
-0.000606060606060606,0.00236842105263158,3.98873388290308e-05
-0.000202020202020202,0.00236842105263158,4.21941087022786e-05
0.000202020202020202,0.00236842105263158,4.49761068231134e-05
0.000606060606060606,0.00236842105263158,4.84200492102449e-05
0.00101010101010101,0.00236842105263158,5.2759809994007e-05
0.00141414141414141,0.00236842105263158,5.82920781112081e-05
0.00181818181818182,0.00236842105263158,6.53924526210301e-05
0.00222222222222222,0.00236842105263158,7.45195155516265e-05
0.00262626262626263,0.00236842105263158,8.61715317454193e-05
0.00303030303030303,0.00236842105263158,0.000100716291915225
0.00343434343434343,0.00236842105263158,0.000117961192731427
0.00383838383838384,0.00236842105263158,0.000136362585140031
0.00424242424242424,0.00236842105263158,0.000152142345181246
0.00464646464646465,0.00236842105263158,0.000159437042686353
0.00505050505050505,0.00236842105263158,0.000152924649620177
0.00545454545454545,0.00236842105263158,0.000131999898052566
0.00585858585858586,0.00236842105263158,0.000102308508776671
0.00626262626262626,0.00236842105263158,7.27882101473781e-05
0.00666666666666667,0.00236842105263158,5.16747603415553e-05
0.00707070707070707,0.00236842105263158,4.27420751495091e-05
0.00747474747474748,0.00236842105263158,4.12313371121014e-05
0.00787878787878788,0.00236842105263158,3.93888868858638e-05
0.00828282828282828,0.00236842105263158,3.33439185066533e-05
0.00868686868686869,0.00236842105263158,2.3033776446345e-05
0.00909090909090909,0.00236842105263158,1.4637788867669e-05
0.0094949494949495,0.00236842105263158,2.18492843407164e-05
0.0098989898989899,0.00236842105263158,3.40014120914968e-05
0.0103030303030303,0.00236842105263158,4.1180863751933e-05
0.0107070707070707,0.00236842105263158,4.17256942173359e-05
0.0111111111111111,0.00236842105263158,3.74890381860932e-05
0.0115151515151515,0.00236842105263158,3.12083051968423e-05
0.0119191919191919,0.00236842105263158,2.48745908606904e-05
0.0123232323232323,0.00236842105263158,1.94258474902391e-05
0.0127272727272727,0.00236842105263158,1.5091937424585e-05
0.0131313131313131,0.00236842105263158,1.17754683035269e-05
0.0135353535353535,0.00236842105263158,9.2798964488364e-06
0.0139393939393939,0.00236842105263158,7.41025229304176e-06
0.0143434343434343,0.00236842105263158,6.00568566127125e-06
0.0147474747474747,0.00236842105263158,4.94324166069593e-06
0.0151515151515152,0.00236842105263158,4.13211202927881e-06
0.0155555555555556,0.00236842105263158,3.50618751047303e-06
0.015959595959596,0.00236842105263158,3.01753109141292e-06
0.0163636363636364,0.00236842105263158,2.63133193071492e-06
0.0167676767676768,0.00236842105263158,2.32220525438361e-06
0.0171717171717172,0.00236842105263158,2.07153955586945e-06
0.0175757575757576,0.00236842105263158,1.86560860774274e-06
0.017979797979798,0.00236842105263158,1.69422724247921e-06
0.0183838383838384,0.00236842105263158,1.54979042496725e-06
0.0187878787878788,0.00236842105263158,1.42658269854614e-06
0.0191919191919192,0.00236842105263158,1.32027931174228e-06
0.0195959595959596,0.00236842105263158,1.2275840897578e-06
0.02,0.00236842105263158,1.14596543662265e-06
-0.02,0.00289473684210526,2.03790899817542e-06
-0.0195959595959596,0.00289473684210526,2.15743014448585e-06
-0.0191919191919192,0.00289473684210526,2.286029686373e-06
-0.0187878787878788,0.00289473684210526,2.42451495638515e-06
-0.0183838383838384,0.00289473684210526,2.57376840647903e-06
-0.017979797979798,0.00289473684210526,2.73475317113502e-06
-0.0175757575757576,0.00289473684210526,2.90851834073263e-06
-0.0171717171717172,0.00289473684210526,3.09620360593087e-06
-0.0167676767676768,0.00289473684210526,3.29904279842261e-06
-0.0163636363636364,0.00289473684210526,3.51836567522611e-06
-0.015959595959596,0.00289473684210526,3.75559706204897e-06
-0.0155555555555556,0.00289473684210526,4.01225217476931e-06
-0.0151515151515152,0.00289473684210526,4.28992656590814e-06
-0.0147474747474747,0.00289473684210526,4.59027868793417e-06
-0.0143434343434343,0.00289473684210526,4.91500252949822e-06
-0.0139393939393939,0.00289473684210526,5.26578718582759e-06
-0.0135353535353535,0.00289473684210526,5.64425962875087e-06
-0.0131313131313131,0.00289473684210526,6.05190646814593e-06
-0.0127272727272727,0.00289473684210526,6.48997037680797e-06
-0.0123232323232323,0.00289473684210526,6.95931749119123e-06
-0.0119191919191919,0.00289473684210526,7.46027417365818e-06
-0.0115151515151515,0.00289473684210526,7.99243608012293e-06
-0.0111111111111111,0.00289473684210526,8.55446106375105e-06
-0.0107070707070707,0.00289473684210526,9.14387212986481e-06
-0.0103030303030303,0.00289473684210526,9.75691981786492e-06
-0.0098989898989899,0.00289473684210526,1.03885868856263e-05
-0.0094949494949495,0.00289473684210526,1.10328612816775e-05
-0.00909090909090909,0.00289473684210526,1.16834484954464e-05
-0.00868686868686869,0.00289473684210526,1.2335119478628e-05
-0.00828282828282828,0.00289473684210526,1.29858487915353e-05
-0.00787878787878788,0.00289473684210526,1.36397111371155e-05
-0.00747474747474748,0.00289473684210526,1.43100792441051e-05
-0.00707070707070707,0.00289473684210526,1.50219743967637e-05
-0.00666666666666667,0.00289473684210526,1.58116877376724e-05
-0.00626262626262626,0.00289473684210526,1.67216969478525e-05
-0.00585858585858586,0.00289473684210526,1.77903883700186e-05
-0.00545454545454545,0.00289473684210526,1.90392594736659e-05
-0.00505050505050505,0.00289473684210526,2.04631451186541e-05
-0.00464646464646465,0.00289473684210526,2.20286119424502e-05
-0.00424242424242424,0.00289473684210526,2.3681569049044e-05
-0.00383838383838384,0.00289473684210526,2.5360577901422e-05
-0.00343434343434343,0.00289473684210526,2.70105987757875e-05
-0.00303030303030303,0.00289473684210526,2.85932282596699e-05
-0.00262626262626263,0.00289473684210526,3.00920172740472e-05
-0.00222222222222222,0.00289473684210526,3.15135498156822e-05
-0.00181818181818182,0.00289473684210526,3.28859845165383e-05
-0.00141414141414141,0.00289473684210526,3.42568377382786e-05
-0.00101010101010101,0.00289473684210526,3.56913186276379e-05
-0.000606060606060606,0.00289473684210526,3.72718889934099e-05
-0.000202020202020202,0.00289473684210526,3.90991387909262e-05
0.000202020202020202,0.00289473684210526,4.12936046252629e-05
0.000606060606060606,0.00289473684210526,4.3997743909076e-05
0.00101010101010101,0.00289473684210526,4.73766969055727e-05
0.00141414141414141,0.00289473684210526,5.16152699171939e-05
0.00181818181818182,0.00289473684210526,5.69059417806327e-05
0.00222222222222222,0.00289473684210526,6.34176053667924e-05
0.00262626262626263,0.00289473684210526,7.1227152398213e-05
0.00303030303030303,0.00289473684210526,8.01904538856965e-05
0.00343434343434343,0.00289473684210526,8.97418841523385e-05
0.00383838383838384,0.00289473684210526,9.86735324921123e-05
0.00424242424242424,0.00289473684210526,0.000105074813029388
0.00464646464646465,0.00289473684210526,0.00010672023645805
0.00505050505050505,0.00289473684210526,0.000102017877583092
0.00545454545454545,0.00289473684210526,9.10573673130046e-05
0.00585858585858586,0.00289473684210526,7.59031215394624e-05
0.00626262626262626,0.00289473684210526,5.98100981938536e-05
0.00666666666666667,0.00289473684210526,4.59393481005782e-05
0.00707070707070707,0.00289473684210526,3.61699555197356e-05
0.00747474747474748,0.00289473684210526,3.02243863480394e-05
0.00787878787878788,0.00289473684210526,2.60580072290767e-05
0.00828282828282828,0.00289473684210526,2.18014618249061e-05
0.00868686868686869,0.00289473684210526,1.73804760117764e-05
0.00909090909090909,0.00289473684210526,1.52150610950746e-05
0.0094949494949495,0.00289473684210526,1.76602393551071e-05
0.0098989898989899,0.00289473684210526,2.22486499405022e-05
0.0103030303030303,0.00289473684210526,2.56858765748487e-05
0.0107070707070707,0.00289473684210526,2.66866354452329e-05
0.0111111111111111,0.00289473684210526,2.54308601476121e-05
0.0115151515151515,0.00289473684210526,2.27477309678687e-05
0.0119191919191919,0.00289473684210526,1.94982689699616e-05
0.0123232323232323,0.00289473684210526,1.62836860379613e-05
0.0127272727272727,0.00289473684210526,1.34162064297725e-05
0.0131313131313131,0.00289473684210526,1.10025193843881e-05
0.0135353535353535,0.00289473684210526,9.03610993258752e-06
0.0139393939393939,0.00289473684210526,7.46164393056824e-06
0.0143434343434343,0.00289473684210526,6.21072421477255e-06
0.0147474747474747,0.00289473684210526,5.21846793791403e-06
0.0151515151515152,0.00289473684210526,4.42954448345642e-06
0.0155555555555556,0.00289473684210526,3.79919123644594e-06
0.015959595959596,0.00289473684210526,3.29218671837944e-06
0.0163636363636364,0.00289473684210526,2.88121492764717e-06
0.0167676767676768,0.00289473684210526,2.54523562020783e-06
0.0171717171717172,0.00289473684210526,2.26808019056518e-06
0.0175757575757576,0.00289473684210526,2.03731851547153e-06
0.017979797979798,0.00289473684210526,1.84337421253867e-06
0.0183838383838384,0.00289473684210526,1.6788455849592e-06
0.0187878787878788,0.00289473684210526,1.53798885944654e-06
0.0191919191919192,0.00289473684210526,1.41632638749432e-06
0.0195959595959596,0.00289473684210526,1.31034988574933e-06
0.02,0.00289473684210526,1.21729553564036e-06
-0.02,0.00342105263157895,2.02657621394282e-06
-0.0195959595959596,0.00342105263157895,2.14449987913612e-06
-0.0191919191919192,0.00342105263157895,2.27128134186805e-06
-0.0187878787878788,0.00342105263157895,2.40769680414664e-06
-0.0183838383838384,0.00342105263157895,2.55459335597279e-06
-0.017979797979798,0.00342105263157895,2.71289411175588e-06
-0.0175757575757576,0.00342105263157895,2.88360309456746e-06
-0.0171717171717172,0.00342105263157895,3.06780958045631e-06
-0.0167676767676768,0.00342105263157895,3.26669150687817e-06
-0.0163636363636364,0.00342105263157895,3.48151741019915e-06
-0.015959595959596,0.00342105263157895,3.71364618127336e-06
-0.0155555555555556,0.00342105263157895,3.96452371000345e-06
-0.0151515151515152,0.00342105263157895,4.23567522670279e-06
-0.0147474747474747,0.00342105263157895,4.52869184259986e-06
-0.0143434343434343,0.00342105263157895,4.84520945728514e-06
-0.0139393939393939,0.00342105263157895,5.18687786986287e-06
-0.0135353535353535,0.00342105263157895,5.55531766819862e-06
-0.0131313131313131,0.00342105263157895,5.95206239472737e-06
-0.0127272727272727,0.00342105263157895,6.37848379657131e-06
-0.0123232323232323,0.00342105263157895,6.8356989790318e-06
-0.0119191919191919,0.00342105263157895,7.32446047174211e-06
-0.0115151515151515,0.00342105263157895,7.8450342562265e-06
-0.0111111111111111,0.00342105263157895,8.39707754725325e-06
-0.0107070707070707,0.00342105263157895,8.9795384859812e-06
-0.0103030303030303,0.00342105263157895,9.59061450573186e-06
-0.0098989898989899,0.00342105263157895,1.02278244654714e-05
-0.0094949494949495,0.00342105263157895,1.08882685453402e-05
-0.00909090909090909,0.00342105263157895,1.15691611002821e-05
-0.00868686868686869,0.00342105263157895,1.22687088661716e-05
-0.00828282828282828,0.00342105263157895,1.29873442770249e-05
-0.00787878787878788,0.00342105263157895,1.37291809732963e-05
-0.00747474747474748,0.00342105263157895,1.45033221124794e-05
-0.00707070707070707,0.00342105263157895,1.5324368735864e-05
-0.00666666666666667,0.00342105263157895,1.62113064077572e-05
-0.00626262626262626,0.00342105263157895,1.71841649084659e-05
-0.00585858585858586,0.00342105263157895,1.82586579185492e-05
-0.00545454545454545,0.00342105263157895,1.94402322004984e-05
-0.00505050505050505,0.00342105263157895,2.07198473301577e-05
-0.00464646464646465,0.00342105263157895,2.20735330523709e-05
-0.00424242424242424,0.00342105263157895,2.34662632790743e-05
-0.00383838383838384,0.00342105263157895,2.4858875363971e-05
-0.00343434343434343,0.00342105263157895,2.62157691026097e-05
-0.00303030303030303,0.00342105263157895,2.75113284034551e-05
-0.00262626262626263,0.00342105263157895,2.87339945353371e-05
-0.00222222222222222,0.00342105263157895,2.98879968368099e-05
-0.00181818181818182,0.00342105263157895,3.0993449055749e-05
-0.00141414141414141,0.00342105263157895,3.2085725498177e-05
-0.00101010101010101,0.00342105263157895,3.32148482014429e-05
-0.000606060606060606,0.00342105263157895,3.44452175005416e-05
-0.000202020202020202,0.00342105263157895,3.58555370205767e-05
0.000202020202020202,0.00342105263157895,3.7538285803803e-05
0.000606060606060606,0.00342105263157895,3.95975914145431e-05
0.00101010101010101,0.00342105263157895,4.21438433252047e-05
0.00141414141414141,0.00342105263157895,4.52827946496619e-05
0.00181818181818182,0.00342105263157895,4.90961323409005e-05
0.00222222222222222,0.00342105263157895,5.36096448122879e-05
0.00262626262626263,0.00342105263157895,5.87451943066812e-05
0.00303030303030303,0.00342105263157895,6.42567347825425e-05
0.00343434343434343,0.00342105263157895,6.96637253913917e-05
0.00383838383838384,0.00342105263157895,7.42203824147237e-05
0.00424242424242424,0.00342105263157895,7.6985097633946e-05
0.00464646464646465,0.00342105263157895,7.70444577973855e-05
0.00505050505050505,0.00342105263157895,7.38602444761054e-05
0.00545454545454545,0.00342105263157895,6.75752347930418e-05
0.00585858585858586,0.00342105263157895,5.90686535435816e-05
0.00626262626262626,0.00342105263157895,4.96902616631565e-05
0.00666666666666667,0.00342105263157895,4.08058007974613e-05
0.00707070707070707,0.00342105263157895,3.33586911986483e-05
0.00747474747474748,0.00342105263157895,2.76133564774565e-05
0.00787878787878788,0.00342105263157895,2.3238879557271e-05
0.00828282828282828,0.00342105263157895,1.97743296095522e-05
0.00868686868686869,0.00342105263157895,1.71697414616906e-05
0.00909090909090909,0.00342105263157895,1.5896036165316e-05
0.0094949494949495,0.00342105263157895,1.62471166337613e-05
0.0098989898989899,0.00342105263157895,1.75830696947314e-05
0.0103030303030303,0.00342105263157895,1.88230310537103e-05
0.0107070707070707,0.00342105263157895,1.9254682118816e-05
0.0111111111111111,0.00342105263157895,1.87085444782028e-05
0.0115151515151515,0.00342105263157895,1.73767335821088e-05
0.0119191919191919,0.00342105263157895,1.55847812906653e-05
0.0123232323232323,0.00342105263157895,1.36347964946406e-05
0.0127272727272727,0.00342105263157895,1.1739201816392e-05
0.0131313131313131,0.00342105263157895,1.00169452496579e-05
0.0135353535353535,0.00342105263157895,8.51660883393267e-06
0.0139393939393939,0.00342105263157895,7.24319640607773e-06
0.0143434343434343,0.00342105263157895,6.17901655463999e-06
0.0147474747474747,0.00342105263157895,5.29712134784554e-06
0.0151515151515152,0.00342105263157895,4.56885184270447e-06
0.0155555555555556,0.00342105263157895,3.96753445166325e-06
0.015959595959596,0.00342105263157895,3.46994717495789e-06
0.0163636363636364,0.00342105263157895,3.05661603950851e-06
0.0167676767676768,0.00342105263157895,2.7115643736866e-06
0.0171717171717172,0.00342105263157895,2.4218521113351e-06
0.0175757575757576,0.00342105263157895,2.17707397037052e-06
0.017979797979798,0.00342105263157895,1.96889271389092e-06
0.0183838383838384,0.00342105263157895,1.79063569754906e-06
0.0187878787878788,0.00342105263157895,1.63695965483565e-06
0.0191919191919192,0.00342105263157895,1.50357848766721e-06
0.0195959595959596,0.00342105263157895,1.38704521247114e-06
0.02,0.00342105263157895,1.28457869390153e-06
-0.02,0.00394736842105263,2.0132560339301e-06
-0.0195959595959596,0.00394736842105263,2.12933192846538e-06
-0.0191919191919192,0.00394736842105263,2.25401361382977e-06
-0.0187878787878788,0.00394736842105263,2.38804208588393e-06
-0.0183838383838384,0.00394736842105263,2.53222445111042e-06
-0.017979797979798,0.00394736842105263,2.68743855646764e-06
-0.0175757575757576,0.00394736842105263,2.85463738762087e-06
-0.0171717171717172,0.00394736842105263,3.03485299222027e-06
-0.0167676767676768,0.00394736842105263,3.22919959987422e-06
-0.0163636363636364,0.00394736842105263,3.43887550400457e-06
-0.015959595959596,0.00394736842105263,3.6651631401909e-06
-0.0155555555555556,0.00394736842105263,3.9094266396838e-06
-0.0151515151515152,0.00394736842105263,4.17310595733444e-06
-0.0147474747474747,0.00394736842105263,4.45770647780461e-06
-0.0143434343434343,0.00394736842105263,4.76478280999093e-06
-0.0139393939393939,0.00394736842105263,5.09591532058631e-06
-0.0135353535353535,0.00394736842105263,5.45267789204804e-06
-0.0131313131313131,0.00394736842105263,5.83659551333896e-06
-0.0127272727272727,0.00394736842105263,6.24909077068054e-06
-0.0123232323232323,0.00394736842105263,6.69141931384141e-06
-0.0119191919191919,0.00394736842105263,7.16459622025571e-06
-0.0115151515151515,0.00394736842105263,7.66931821747529e-06
-0.0111111111111111,0.00394736842105263,8.20589131188188e-06
-0.0107070707070707,0.00394736842105263,8.77417971835082e-06
-0.0103030303030303,0.00394736842105263,9.37359984165829e-06
-0.0098989898989899,0.00394736842105263,1.00031911696066e-05
-0.0094949494949495,0.00394736842105263,1.06618012324561e-05
-0.00909090909090909,0.00394736842105263,1.13484184809209e-05
-0.00868686868686869,0.00394736842105263,1.20626661450093e-05
-0.00828282828282828,0.00394736842105263,1.28054213660734e-05
-0.00787878787878788,0.00394736842105263,1.35794406907207e-05
-0.00747474747474748,0.00394736842105263,1.43897646373215e-05
-0.00707070707070707,0.00394736842105263,1.52435809270589e-05
-0.00666666666666667,0.00394736842105263,1.61492263953724e-05
-0.00626262626262626,0.00394736842105263,1.71141914270535e-05
-0.00585858585858586,0.00394736842105263,1.8142384045039e-05
-0.00545454545454545,0.00394736842105263,1.92313871779755e-05
-0.00505050505050505,0.00394736842105263,2.03707257648606e-05
-0.00464646464646465,0.00394736842105263,2.15419943186974e-05
-0.00424242424242424,0.00394736842105263,2.27210804597408e-05
-0.00383838383838384,0.00394736842105263,2.38819677432112e-05
-0.00343434343434343,0.00394736842105263,2.50011160715591e-05
-0.00303030303030303,0.00394736842105263,2.60614066398549e-05
-0.00262626262626263,0.00394736842105263,2.70550120093419e-05
-0.00222222222222222,0.00394736842105263,2.79850526815495e-05
-0.00181818181818182,0.00394736842105263,2.8866289169007e-05
-0.00141414141414141,0.00394736842105263,2.97252537820005e-05
-0.00101010101010101,0.00394736842105263,3.06001473610283e-05
-0.000606060606060606,0.00394736842105263,3.15405718961047e-05
-0.000202020202020202,0.00394736842105263,3.26068103203944e-05
0.000202020202020202,0.00394736842105263,3.38679675544489e-05
0.000606060606060606,0.00394736842105263,3.53979349914743e-05
0.00101010101010101,0.00394736842105263,3.72679454085342e-05
0.00141414141414141,0.00394736842105263,3.95345592254516e-05
0.00181818181818182,0.00394736842105263,4.22223326337405e-05
0.00222222222222222,0.00394736842105263,4.53012440453579e-05
0.00262626262626263,0.00394736842105263,4.86605599623848e-05
0.00303030303030303,0.00394736842105263,5.20840476921556e-05
0.00343434343434343,0.00394736842105263,5.5236968387902e-05
0.00383838383838384,0.00394736842105263,5.76815599521702e-05
0.00424242424242424,0.00394736842105263,5.89386323120885e-05
0.00464646464646465,0.00394736842105263,5.85992566856653e-05
0.00505050505050505,0.00394736842105263,5.64597690658057e-05
0.00545454545454545,0.00394736842105263,5.26220257109936e-05
0.00585858585858586,0.00394736842105263,4.74998010561668e-05
0.00626262626262626,0.00394736842105263,4.17144027780755e-05
0.00666666666666667,0.00394736842105263,3.59201503036688e-05
0.00707070707070707,0.00394736842105263,3.06320940306051e-05
0.00747474747474748,0.00394736842105263,2.61249017121404e-05
0.00787878787878788,0.00394736842105263,2.24470642988715e-05
0.00828282828282828,0.00394736842105263,1.95426237855866e-05
0.00868686868686869,0.00394736842105263,1.7392724135363e-05
0.00909090909090909,0.00394736842105263,1.60438365635354e-05
0.0094949494949495,0.00394736842105263,1.54693152402476e-05
0.0098989898989899,0.00394736842105263,1.54245375918306e-05
0.0103030303030303,0.00394736842105263,1.55142403543622e-05
0.0107070707070707,0.00394736842105263,1.53962636270717e-05
0.0111111111111111,0.00394736842105263,1.49036465629744e-05
0.0115151515151515,0.00394736842105263,1.40375390289034e-05
0.0119191919191919,0.00394736842105263,1.28986220203147e-05
0.0123232323232323,0.00394736842105263,1.16175459838813e-05
0.0127272727272727,0.00394736842105263,1.03102140333721e-05
0.0131313131313131,0.00394736842105263,9.05938547505373e-06
0.0135353535353535,0.00394736842105263,7.91378861604115e-06
0.0139393939393939,0.00394736842105263,6.89523484222674e-06
0.0143434343434343,0.00394736842105263,6.00741514917814e-06
0.0147474747474747,0.00394736842105263,5.2433951235558e-06
0.0151515151515152,0.00394736842105263,4.59097669432085e-06
0.0155555555555556,0.00394736842105263,4.0361097868441e-06
0.015959595959596,0.00394736842105263,3.56485225243575e-06
0.0163636363636364,0.00394736842105263,3.16436803734109e-06
0.0167676767676768,0.00394736842105263,2.82333980480419e-06
0.0171717171717172,0.00394736842105263,2.53205144874905e-06
0.0175757575757576,0.00394736842105263,2.28230075091175e-06
0.017979797979798,0.00394736842105263,2.06723671046444e-06
0.0183838383838384,0.00394736842105263,1.88117410816302e-06
0.0187878787878788,0.00394736842105263,1.71941250508828e-06
0.0191919191919192,0.00394736842105263,1.57807223698831e-06
0.0195959595959596,0.00394736842105263,1.45395189878423e-06
0.02,0.00394736842105263,1.34440761969478e-06
-0.02,0.00447368421052632,1.99793053779932e-06
-0.0195959595959596,0.00447368421052632,2.11191830221408e-06
-0.0191919191919192,0.00447368421052632,2.2342311675377e-06
-0.0187878787878788,0.00447368421052632,2.36557140984447e-06
-0.0183838383838384,0.00447368421052632,2.50670219192882e-06
-0.017979797979798,0.00447368421052632,2.65845161943956e-06
-0.0175757575757576,0.00447368421052632,2.82171656836538e-06
-0.0171717171717172,0.00447368421052632,2.99746607674956e-06
-0.0167676767676768,0.00447368421052632,3.18674402707559e-06
-0.0163636363636364,0.00447368421052632,3.39067076490652e-06
-0.015959595959596,0.00447368421052632,3.6104432034115e-06
-0.0155555555555556,0.00447368421052632,3.84733285336732e-06
-0.0151515151515152,0.00447368421052632,4.10268109804356e-06
-0.0147474747474747,0.00447368421052632,4.37789091098759e-06
-0.0143434343434343,0.00447368421052632,4.67441410886151e-06
-0.0139393939393939,0.00447368421052632,4.9937331696478e-06
-0.0135353535353535,0.00447368421052632,5.33733667403612e-06
-0.0131313131313131,0.00447368421052632,5.70668761251705e-06
-0.0127272727272727,0.00447368421052632,6.10318423838439e-06
-0.0123232323232323,0.00447368421052632,6.52811396295963e-06
-0.0119191919191919,0.00447368421052632,6.98260213178234e-06
-0.0115151515151515,0.00447368421052632,7.46755953286387e-06
-0.0111111111111111,0.00447368421052632,7.98363524771525e-06
-0.0107070707070707,0.00447368421052632,8.53118485533505e-06
-0.0103030303030303,0.00447368421052632,9.11026755125687e-06
-0.0098989898989899,0.00447368421052632,9.72068830759602e-06
-0.0094949494949495,0.00447368421052632,1.03621006902421e-05
-0.00909090909090909,0.00447368421052632,1.10341792114715e-05
-0.00868686868686869,0.00447368421052632,1.17368533441186e-05
-0.00828282828282828,0.00447368421052632,1.24705657389224e-05
-0.00787878787878788,0.00447368421052632,1.32364762222967e-05
-0.00747474747474748,0.00447368421052632,1.40364912006328e-05
-0.00707070707070707,0.00447368421052632,1.48729779667631e-05
-0.00666666666666667,0.00447368421052632,1.57480570114445e-05
-0.00626262626262626,0.00447368421052632,1.66624776529401e-05
-0.00585858585858586,0.00447368421052632,1.76142634614917e-05
-0.00545454545454545,0.00447368421052632,1.85974993325083e-05
-0.00505050505050505,0.00447368421052632,1.96017173886147e-05
-0.00464646464646465,0.00447368421052632,2.06122422662803e-05
-0.00424242424242424,0.00447368421052632,2.16115883197846e-05
-0.00383838383838384,0.00447368421052632,2.25816777573528e-05
-0.00343434343434343,0.00447368421052632,2.35064227213055e-05
-0.00303030303030303,0.00447368421052632,2.4374179010464e-05
-0.00262626262626263,0.00447368421052632,2.51797196315414e-05
-0.00222222222222222,0.00447368421052632,2.59255967176773e-05
-0.00181818181818182,0.00447368421052632,2.66229490129385e-05
-0.00141414141414141,0.00447368421052632,2.72918936743908e-05
-0.00101010101010101,0.00447368421052632,2.7961591007041e-05
-0.000606060606060606,0.00447368421052632,2.8669903405593e-05
-0.000202020202020202,0.00447368421052632,2.94623249277445e-05
0.000202020202020202,0.00447368421052632,3.03896013417046e-05
0.000606060606060606,0.00447368421052632,3.15032956473849e-05
0.00101010101010101,0.00447368421052632,3.28486167241816e-05
0.00141414141414141,0.00447368421052632,3.44542326410912e-05
0.00181818181818182,0.00447368421052632,3.63195424408381e-05
0.00222222222222222,0.00447368421052632,3.84008702553056e-05
0.00262626262626263,0.00447368421052632,4.05991802362053e-05
0.00303030303030303,0.00447368421052632,4.27532169836985e-05
0.00343434343434343,0.00447368421052632,4.46433135789071e-05
0.00383838383838384,0.00447368421052632,4.60115169567341e-05
0.00424242424242424,0.00447368421052632,4.66011761858929e-05
0.00464646464646465,0.00447368421052632,4.62120604087715e-05
0.00505050505050505,0.00447368421052632,4.47568388723384e-05
0.00545454545454545,0.00447368421052632,4.22974136892865e-05
0.00585858585858586,0.00447368421052632,3.90425372075016e-05
0.00626262626262626,0.00447368421052632,3.53028836133757e-05
0.00666666666666667,0.00447368421052632,3.14185362976149e-05
0.00707070707070707,0.00447368421052632,2.76857609972896e-05
0.00747474747474748,0.00447368421052632,2.43096215219857e-05
0.00787878787878788,0.00447368421052632,2.13974282842546e-05
0.00828282828282828,0.00447368421052632,1.89879057237935e-05
0.00868686868686869,0.00447368421052632,1.70891286166879e-05
0.00909090909090909,0.00447368421052632,1.56910709483361e-05
0.0094949494949495,0.00447368421052632,1.47423780279065e-05
0.0098989898989899,0.00447368421052632,1.41245778266676e-05
0.0103030303030303,0.00447368421052632,1.36684526208822e-05
0.0107070707070707,0.00447368421052632,1.32098119193487e-05
0.0111111111111111,0.00447368421052632,1.26398091499849e-05
0.0115151515151515,0.00447368421052632,1.19202456603603e-05
0.0119191919191919,0.00447368421052632,1.1068868288878e-05
0.0123232323232323,0.00447368421052632,1.01333830965053e-05
0.0127272727272727,0.00447368421052632,9.16848551224812e-06
0.0131313131313131,0.00447368421052632,8.22157913428776e-06
0.0135353535353535,0.00447368421052632,7.32684432847534e-06
0.0139393939393939,0.00447368421052632,6.50489076132269e-06
0.0143434343434343,0.00447368421052632,5.76515676120258e-06
0.0147474747474747,0.00447368421052632,5.10908649414595e-06
0.0151515151515152,0.00447368421052632,4.53304330792748e-06
0.0155555555555556,0.00447368421052632,4.03056998498351e-06
0.015959595959596,0.00447368421052632,3.59396311032481e-06
0.0163636363636364,0.00447368421052632,3.21527795679877e-06
0.0167676767676768,0.00447368421052632,2.88691498527357e-06
0.0171717171717172,0.00447368421052632,2.60192308353662e-06
0.0175757575757576,0.00447368421052632,2.35412323520075e-06
0.017979797979798,0.00447368421052632,2.13812545640272e-06
0.0183838383838384,0.00447368421052632,1.94928711813223e-06
0.0187878787878788,0.00447368421052632,1.78364289491394e-06
0.0191919191919192,0.00447368421052632,1.63782445354412e-06
